noise,total_experiments_used,parameter,name,estimate,true_value,relative_error,rms_normalized_parameter_error,cumulative_information
1e-06,14,p8,"K_ads,4",14603.906,124119.0,-0.8823394806596895,0.5109581630001554,
1e-06,14,p9,Inhibition / adsorption,39779.032,98084.0,-0.5944391338036785,0.5109581630001554,
1e-06,16,p1,A1,0.118581591,15672.02,-0.9999924335477495,0.5117162139777033,
1e-06,16,p2,E1,4.47914223,3453.38,-0.99870296861915,0.5117162139777033,
1e-06,16,p3,"K_ads,1",0.110580698,30.836,-0.9964139091321832,0.5117162139777033,
1e-06,16,p4,"K_ads,2",0.127048566,558.532,-0.9997725312676803,0.5117162139777033,
1e-06,16,p5,A2,0.543304287,0.7439,-0.26965413765291035,0.5117162139777033,
1e-06,16,p6,E2,27992.7022,40000.0,-0.300182445,0.5117162139777033,
1e-06,16,p7,"K_ads,3",14257.606,17197.0,-0.17092481246729083,0.5117162139777033,
1e-06,16,p8,"K_ads,4",14474.3231,124119.0,-0.8833835021229627,0.5117162139777033,
1e-06,16,p9,Inhibition / adsorption,40334.9735,98084.0,-0.5887711196525427,0.5117162139777033,
1e-06,18,p1,A1,0.118233706,15672.02,-0.9999924557455899,0.5058765035052358,
1e-06,18,p2,E1,4.16898792,3453.38,-0.9987927804296082,0.5058765035052358,
1e-06,18,p3,"K_ads,1",0.111339814,30.836,-0.9963892912829161,0.5058765035052358,
1e-06,18,p4,"K_ads,2",0.127549893,558.532,-0.9997716336879534,0.5058765035052358,
1e-06,18,p5,A2,0.54520407,0.7439,-0.26710032262400857,0.5058765035052358,
1e-06,18,p6,E2,28477.9848,40000.0,-0.28805038000000005,0.5058765035052358,
